startupName,Industry,Sector,investorName,Date,Multiple Angel Rounds,Follow on VC Funding,Exited,City,Region,Website,More Details,
(BookYourGame),IT & ITES,Online Services (Marketplace - Fitness Centers),"Amit Khanna,Sanjay Verma",Jun-16,No,None,Non Exited,Banagalore,South,http://www.byg.co.in/,"Bangalore-based fitness startup BYG (BookYourGame) has raised funding in a round led by Sanjay Verma (former CEO, Cushman & Wakefield, Asia Pacific) and Amit Khanna (managing partner, Antuit-Europe) via the LetsVenture platform. BYG allows its users to buy gym memberships or choose fitness sessions, and pay per session with the Workout Now option, without a membership. It is currently operational in New Delhi, Mumbai, Pune, Bangalore, and Bhubaneshwar.",
Cookifi,Food & Beverages,Catering,"Krishna Mehra,Kunal Shah,Aneesh Reddy,Others",Jun-16,No,None,Non Exited,,South,https://cookifi.com,"Bangalore-based chef and cook hiring platform Cookifi has raised seed funding from Kunal Shah, Chairman of FreeCharge; Aneesh Reddy, co-founder and CEO of Capillary Technologies; Tracxn Labs, Venkat Tadanki, CEO of Secova; Krishna Mehra, co-founder at Capillary Technologies; Amit Rathore, founder and CEO, Quintype and other angels through the TracxnSyndicate platform. The startup will use the newly raised funding to expand its operations in other cities and to extend its technology solution for a better user experience. Founded in 2015 by Ajay Modani, Harsh Singla and Prachi Malu, Cookifi, provides a personal party chef at user’s doorstep and caters to birthday, hosting get-togethers, private parties, kitty parties, etc. It claims to have served over 3500 customers so far.",
(Cyclops Medtech),Healthcare & Life Sciences,Diagnostics,CP Bothra,Jun-16,No,None,Non Exited,Bangalore,South,http://www.cyclopsmedtech.com/,"Cyclops Medtech has raised seed round of funding from CP Bothra, CMD of Medreich Pharma. The team had earlier raised a pre-seed round of funding for basic prototype development from a surgeon in Bangalore. The startup focuses on building and manufacturing diagnostic solutions for episodic neurological events like vertigo with the use of eye-tracking technology. With the current round of funding, the team is now set to build and manufacture the product.",
(Drivify),IT & ITES,Mobile VAS,Jitendra Gupta,Jun-16,No,None,Non Exited,Mumbai,West,http://www.drivify.in/,"On-demand driver booking app Drivify, operated by Mumbai-based startup DR Mobility Solutions Pvt. Ltd, has raised $50,000 (Rs 33.75 lakh) in seed funding from Citrus Pay founder Jitendra Gupta and a high net-worth individual Pankaj Tripathi.",
(ExtraaEdge),IT & ITES,,"Shezaad J Dastoor,Sahil Sharma,Abhishek Bhatewara,Anup Pani,Ash Damle,Priti Padhy,Ritesh Dwivedy",Jun-16,No,None,Non Exited,Pune,West,https://www.extraaedge.com/,"ExtraaEdge Technology Solutions Pvt. Ltd, a Pune-based edutech startup that helps educational institutions acquire students and increase admissions, has raised funding from a group of investors including Ritesh Dwivedy, CEO of Petoo.in and Priti Padhy, global director of business intelligence and information management at Microsoft. Other investors in the funding round are Ash Damle, CEO of Lumiata, a US-based predictive analytics company; Anup Pani, principal engineer at NetSuite Inc; Abhishek Bhatewara, member of Mumbai Angels; Sahil Sharma, director of ATAP supply chain at Google; and Shezaad J Dastoor, political and conflict analyst at UN. Founded by Abhishek Ballabh and Sushil Mundada in April 2014, ExtraaEdge is a cloud-based sales and marketing automation software enabling educational institutes and course sellers take smart data-driven enrolment decisions. The startup plans to use the funds to expand the business in Delhi-NCR, Mumbai, Hyderabad and Bangalore in addition to strengthening its tech and customer acquisition teams. The firm is also planning to spend a significant amount on its planned pilot programmes in Canada, New Zealand and Australia.",
(Fundamentor),Education,,Subramanya SV,Jun-16,No,None,Non Exited,Bangalore,South,http://www.fundamentor.com/,"Fundamentor, a Bangalore-based education-tech startup, has raised seed funding from former Bessemer India MD, Subramanya SV. The company will use the funds to ramp up hiring, develop the product and enhance its marketing initiatives. The startup is also in talks with Indian Angel Network (IAN) for additional funds.Founded in September 2014, Fundamentor is a mobile and web-based platform that helps students between eight and 15 years of age develop cognitive, quantitative, verbal and creative thinking skills through gamified programmes. It claims to have 3,000 paid subscribers.",
(Indian Iris),IT & ITES,,Timbru Ventures,Jun-16,No,None,Non Exited,Ahmedabad,West,http://theindianiris.com/,"Indian Iris, a platform that provides all policies and schemes of centre and state governments in an easy language, has raised an angel investment from Ahmedabad-based Timbru Ventures. The Indian Iris team navigates through complex policy documents and decodes them for easy understanding of citizens. The firm will use the newly raised funds to scale its operations and to hire more resources for handling user queries.",
Kickstart Jobs,IT & ITES,Online Services (Classifieds - Jobs - Entry Level),"ah! Ventures,Others",Jun-16,No,None,Non Exited,Gurgaon,North,http://www.kickstarthumancapital.com/,"Gurgaon based entry-level talent acquisition startup Kickstart Jobs has raised seed funding through ah! Ventures. The round saw investments from marquee investors like Vivek Joshi – Founder, Wyzen Tech; Mohit Satyanand – Chairman, Team Works Art; Amit Banati – President (Asia Pacific), Kellogg’s; Arun Khanna – President (Asia), Dun and Bradstreet and a few others.",
(Lets Service),Other Services,After Sales Services,"Deepak Vinchhi,Ajay Prabhu",Jun-16,No,None,Non Exited,Bangalore,South,http://letsservice.in/,"Bangalore-based online two-wheeler servicing marketplace Let’s Service, has raised angel funding from QuEST Global chief operating officer Ajay Prabhu and Julia Computing Inc co-founder Deepak Vinchhi. The startup plans to use the funds to build technology, streamline operations and upgrade its app. The company is also in discussions with other investors for additional seed funding.",
ListUp,IT & ITES,Mobile VAS (Classifieds),"Kunal  Shah,Others",Jun-16,No,None,Non Exited,Mumbai,West,http://www.listup.co.in/,"INR 3.3 Cr. ListUp is a peer to peer(P2P) buying and selling app. Led by Kae Capital with participation from Kunal Shah (Freecharge, CEO) and Sandeep Tandon (Tandon Group). Sasha Mirchandani will be joining the board with this round of funding. Co Name = Gijutsu Solutions Pvt. Ltd.",
OneWay.Cab,IT & ITES,Mobile VAS (Taxi Booking),Indian Angel Network,Jun-16,No,None,Non Exited,Vadodara,West,http://oneway.cab/,"Co Name = Baroda Taxi Cabs Pvt Ltd. Gujarat-based taxi service OneWay.Cab has raised $450,000 (INR 3 crore) from Indian Angel Network (IAN) for expansion, technology upgradation and hiring. Among the lead IAN investors, Ajay Gupta, head of strategy and marketing at Ericsson India, will join the company's board. Abhishek Agarwal, director at Fortune Interfinance, and Rahul Mehta, private equity investor at IL&FS Investment Managers, will provide guidance and mentoring.",
Onspon,IT & ITES,Online Services (Events Portal),Swan Angel Network,Jun-16,No,None,Non Exited,Mumbai,West,http://www.onspon.com/,"Mumbai based startup Onspon has raised INR 1 crore from Swan Angel Network. The funds will be used for scaling up operations, marketing and enhancing the technology backbone of the product. Onspon offers a tech platform to help brands find sponsors and help create a profitable and well managed event.",
(Paintcollar),IT & ITES,Online Services (Shopping - Apparel & Accessories),"Apurva Agarwal,Santosh Shetty",Jun-16,No,None,Non Exited,Mumbai,West,http://paintcollar.com/,"Mumbai-based Paintcollar has raised seed round of funding from angel investor Santosh Shetty, Co-founder of Neev Technologies, and Apurva Agarwal, Founder of Universal Legal. Paintcollar is a marketplace for merchandise, made and sold by partner artists. The funding has been raised primarily for product development and hiring new talent. As a part of the deal, both Santosh and Apurva will join the board of Paintcollar.",
PayTunes,IT & ITES,Mobile VAS (Ringtones - Ad Supported),"CIO Angel Network,Indian Angel Network",Jun-16,Yes,None,Non Exited,Delhi,North,https://www.paytunes.in/,"New Delhi-based Real Time Networks Pvt Ltd, which operates mobile advertising platform PayTunes, has raised $500,000 from Indian Angel Network (IAN) and existing investor CIO Angel Network. The round also saw participation from other existing angel investors - Apurva Parekh from Pidilite and Sanjay Mehta. Paytunes plans to utilize the investment for expanding the team and hiring more talent on the sales side and for marketing initiatives.",
Pianta,IT & ITES,Online Services (Marketplace - Home Healthcare Services ),"Sandeep Tandon,Kunal Shah",Jun-16,No,None,Exited,Bangalore,South,,"Bangalore based Pianta, home healthcare services marketplace has raised seed funding from FreeCharge founders Kunal Shah and Sandeep Tandon. Founded in 2015 by Swaminathan Seetharaman, Ganesh Subramanian and Nitin Agarwal, Pianta, which aims to connect trusted home health care providers with consumers, is operational currently in Bangalore, Chennai, Delhi, Hyderabad, Noida & Gurgaon. Go-Jek acquired the company in Sep-2016.",
Play Your Sport,IT & ITES,Online Services (Content - Sports),Ashish Gupta,Jun-16,No,None,Non Exited,Delhi,North,http://www.playyoursport.com/,"Sports tech startup Play Your Sport has raised pre-Series A funding from a bunch of investors led by Ashish Gupta, former chief operating officer of Evalueserve. The funding will be used to ramp up its team, strengthen technology, and expand its footprint across India. Operated by Supruk Fitness and Tech Pvt Ltd, the Delhi-based startup had raised USD 16,000 in seed funding from Hyderabad Angels in January 2015.Founded by Supriya Mamgain and Varoon Kapoor, Play Your Sport is a location-based mobile app that lets users discover sports and fitness centres in the neighbourhood and connect with other sports enthusiasts. Currently present in Delhi and Mumbai, the company has around 2,000 venues listed on its platform. It charges a membership fee to sports clubs, academies and fitness centres on its platform.",
(Qonfuse),IT & ITES,Mobile VAS (Education - Test Preperation),Hamraj Kumar,Jun-16,No,None,Non Exited,Delhi,North,https://www.qonfuse.com/,"Delhi-based test preparation focused edtech startup Qonfuse has raised seed funding from CurInstant founder Hamraj Kumar.  The platform offers CAT, Banking, SSC and GATE aspirants an opportunity to prepare themselves by acquainting them with the current pattern.",
Rupeek,IT & ITES,Online Services (Lending - Gold Loans),"Kunal Shah,Anand Chandrasekaran,Anupam Mittal,Others",Jun-16,Yes,Obtained,Non Exited,Bangalore,South,https://rupeek.com/,"Investors include Anand Chandrasekaran , Anupam Mittal , Kunal Shah, Tracxn Labs Fund-1, Akshay Sonthalia, Alok Kuchlous, Avinash Vastrad, Brij Bhushan, Chiranth Patil, Shalini Sasidharan, Dinesh Koka, Gaurav Bhalotia, Harsh Rajgarhia, , Madhusudan Rajgopalan, Srikant Vatturi, Manish Mathur, Pranav Tiwari, Ravi Garkipati, Sanjay Wadhwa, Sarath Sura, Suhail Sameer, Sunil Jain, Vaibhav Domkundwar, Venkat Raju. Co Name = RUPEEK FINTECH PVT LTD; Rupeek is an asset backed online lending platform focused on gold loans.",
(Shopwati),IT & ITES,E-Commerce - Consumer Shopping - Fashion,Sanjiv Rai,Jun-16,No,None,Non Exited,Gurgaon,North,http://www.shopwati.com/,"Gurgaon-based Prachalit Infomedia Pvt Ltd, which founded Shopwati, an online fashion community, has raised seed funding from Sanjiv Rai of SRKK Advisors. Shopwati plans to utilise the capital to fund its next phase of technology development and reach out to customers & vendors in cities outside Delhi. It had launched the preview of their Android app recently. Shopwati helps its women shoppers find clothes and accessories with the help of 55,000+ community members that comprises of stylists, bloggers, private labels, designers, brands and many other users talking about fashion. Built around conversations, the Shopwati community helps its users find products, take a poll on what to buy & discover fashion.",
